站点名称,街道地址,城市,州,邮编,站点状态代码,公共可达性分组,开放时间说明,二级充电桩数量,直流快充数量,充电网络,纬度,经度,最近确认日期,开放日期,连接器类型,访问代码,受限访问,EV价格说明
CCD CHARGING STATION 7B,201 W Colfax Ave,Denver,CO,80202,E,Public,24 hours daily,1,,ChargePoint Network,39.741026,-104.98978,2026-07-08,2018-03-07,J1772,public,false,
ECG COUNTY BLDG 1,501-599 Broadway St,Eagle,CO,81631,E,Public,24 hours daily,2,,ChargePoint Network,39.651991,-106.828288,2026-07-08,2018-03-07,J1772,public,false,
AMR FORT COLLINS E,Timberwood Dr,Fort Collins,CO,80528,E,Public,24 hours daily,2,,ChargePoint Network,40.52082,-105.019594,2026-07-08,2018-03-07,J1772,public,false,
USBANKTOWER 16TH ST CNTR 2,1625 Champa St,Denver,CO,80202,E,Public,24 hours daily,2,,ChargePoint Network,39.746812,-104.993707,2026-07-08,2018-03-07,J1772,public,false,
MUNICIPAL SC 1400 WALNUT1,1400 Walnut St,Boulder,CO,80302,E,Public,24 hours daily,2,,ChargePoint Network,40.017086,-105.27634,2026-07-08,2018-03-07,J1772,public,false,
MUNICIPAL SC 1500PEARL2,1500 Pearl St,Boulder,CO,80302,E,Public,24 hours daily,2,,ChargePoint Network,40.018504,-105.275042,2026-07-08,2018-03-07,J1772,public,false,
MUNICIPAL SC 1000WALNUT1,900 Walnut St,Boulder,CO,80302,E,Public,24 hours daily,2,,ChargePoint Network,40.016206,-105.282204,2026-07-08,2018-03-07,J1772,public,false,
MUNICIPAL SC 1104 SPRUCE1,1100 Spruce St,Boulder,CO,80302,E,Public,24 hours daily,2,,ChargePoint Network,40.018548,-105.281391,2026-07-08,2018-03-07,J1772,public,false,
SVVSD NIWOT HS,8989 Niwot Road,Niwot,CO,80503,E,Public,24 hours daily,2,,ChargePoint Network,40.102895,-105.145042,2026-07-08,2018-03-07,J1772,public,false,
CCD CHARGING BANNOCK LOT 1,1341 Bannock St,Denver,CO,80204,E,Public,24 hours daily,1,,ChargePoint Network,39.737694,-104.990403,2026-07-08,2018-03-21,J1772,public,false,
MUNICIPAL SC BOULDER JCTN,2052 Junction Pl,Boulder,CO,80301,E,Public,24 hours daily,2,,ChargePoint Network,40.025859,-105.250921,2026-07-08,2018-04-05,J1772,public,false,
MAVERIK THORNTON1,250 E. 136th Ave.,Thornton,CO,80241,E,Public,24 hours daily,2,,ChargePoint Network,39.942315,-104.982999,2026-07-08,2018-04-07,J1772,public,false,
MAVERIK BRIGHTON1,5112 E Bromley Ln,Brighton,CO,80603,E,Public,24 hours daily,2,,ChargePoint Network,39.971568,-104.748777,2026-07-08,2018-04-07,J1772,public,false,
MUNICIPAL SC 1100WALNUT1,1100 Walnut,Boulder,CO,80302,E,Public,24 hours daily,2,,ChargePoint Network,40.016586,-105.28036,2026-07-08,2018-04-07,J1772,public,false,
SVVSD MEAD HS 1,12636-12734 Co Rd 7,Longmont,CO,80504,E,Public,24 hours daily,2,,ChargePoint Network,40.184578,-104.997297,2026-07-08,2018-04-12,J1772,public,false,
NAMASTE SOLAR 1 6707 WINCHESTER,6707 Winchester Cir,Boulder,CO,80301,E,Public,24 hours daily,2,,ChargePoint Network,40.078682,-105.19644,2026-07-08,2018-05-09,J1772,public,false,
MVHS MVHS,10585 Mountain Vista Ridge,Highlands Ranch,CO,80126,E,Public,24 hours daily,2,,ChargePoint Network,39.521561,-104.964708,2026-07-08,2018-05-19,J1772,public,false,
LOVELAND HA2018 LOVELAND HA2018,375 west 37th street,Loveland,CO,80538,E,Public,24 hours daily,1,,ChargePoint Network,40.431468,-105.081794,2026-07-08,2018-05-23,J1772,public,false,
UNIV. OF COLO WOLF LAW WEST,2450 Kittredge Loop Dr,Boulder,CO,80305,E,Public,24 hours daily,2,,ChargePoint Network,40.00114,-105.26303,2026-07-08,2018-06-08,J1772,public,false,
SBV-EV SBV EV 2,84 Carriage Way,Snowmass Village,CO,81615,E,Public,24 hours daily,2,,ChargePoint Network,39.208847,-106.948814,2026-07-08,2018-06-12,J1772,public,false,
BOULDER COUNTY N BROADWAY 1,3460 Broadway,Boulder,CO,80304,E,Public,24 hours daily,2,,ChargePoint Network,40.037727,-105.281657,2026-07-08,2018-06-13,J1772,public,false,
Mesa County Public Library,502 Ouray Ave,Grand Junction,CO,81501,E,Public,24 hours daily,,1,Non-Networked,39.07167,-108.563984,2024-11-06,2018-06-25,CHADEMO J1772COMBO,public,false,$4 per hour
SVVSD GRAND VIEW ES,6601 Aggregate Blvd,Frederick,CO,80516,E,Public,24 hours daily,2,,ChargePoint Network,40.095792,-104.999656,2026-07-08,2018-06-27,J1772,public,false,
CIRCA PROPERTY CIRCA 1,1615 Platte St,Denver,CO,80202,E,Public,24 hours daily,2,,ChargePoint Network,39.757797,-105.00778,2026-07-08,2018-07-06,J1772,public,false,
WEST PEARL WP ALLEY,Morrison Alley,Boulder,CO,80302,E,Public,24 hours daily,2,,ChargePoint Network,40.017646,-105.283488,2026-07-08,2018-07-14,J1772,public,false,
CITY OF ASPEN RIO GRANDE L2 2,427 Rio Grande Pl,Aspen,CO,81611,E,Public,24 hours daily,2,,ChargePoint Network,39.191379,-106.81777,2026-07-08,2018-07-17,J1772,public,false,
CHARGING FLINTRIDGE ST2,4740 Flintridge Dr.,Colorado Springs,CO,80918,E,Public,24 hours daily,2,,ChargePoint Network,38.901245,-104.76956,2026-07-08,2018-07-19,J1772,public,false,
CHERRY CREEK PARK OFFICE,Park Office Access,Aurora,CO,80014,E,Public,24 hours daily,2,,ChargePoint Network,39.62684,-104.830065,2026-07-08,2018-07-25,J1772,public,false,
TOWER 1660 ALBION ST1,1660 S Albion St,Denver,CO,80222,E,Public,24 hours daily,2,,ChargePoint Network,39.686302,-104.939103,2026-07-08,2018-07-27,J1772,public,false,
TOWN OF FRASER THE FOUNDRY,22 Second St,Fraser,CO,80442,E,Public,24 hours daily,2,,ChargePoint Network,39.927843,-105.789359,2026-07-08,2018-08-01,J1772,public,false,
ESTES PARKING TOWN HALL LOT 1,335 W Elkhorn Ave,Estes Park,CO,80517,E,Public,24 hours daily,2,,ChargePoint Network,40.377958,-105.519686,2026-07-08,2018-08-17,J1772,public,false,
PUBLIC PARKING FLOOR 2 SPACE 9,1776 Curtis Street,Denver,CO,80202,E,Public,24 hours daily,1,,ChargePoint Network,39.748358,-104.992576,2026-07-08,2018-08-18,J1772,public,false,
AURARIA 5TH ST GARAGE4,1351 5th Street,Denver,CO,80204,E,Public,24 hours daily,2,,ChargePoint Network,39.742932,-105.010465,2026-07-08,2018-08-21,J1772,public,false,
BOULDER NORTH REC 1,3172 Broadway,Boulder,CO,80304,E,Public,24 hours daily,2,,ChargePoint Network,40.032839,-105.280947,2026-07-08,2018-08-22,J1772,public,false,
HIGHPOINT 1 2500 55TH ST,2500 55th St,Boulder,CO,80301,E,Public,24 hours daily,2,,ChargePoint Network,40.024524,-105.224245,2026-07-08,2018-08-25,J1772,public,false,
"Aspen, CO - Tesla Supercharger",38750 Highway 82,Aspen,CO,81611,E,Public,24 hours daily. Open to Teslas only.,,8,Tesla,39.204894,-106.858468,2026-06-18,2018-06-29,TESLA,public,false,
"Boulder, CO - Tesla Supercharger",1710 29th Street,Boulder,CO,80301,E,Public,24 hours daily. Open to Teslas only.,,10,Tesla,40.020309,-105.257028,2026-06-18,2018-05-30,TESLA,public,false,
"Colorado Springs, CO - Tesla Supercharger",215 North Cascade Avenue,Colorado Springs,CO,80903,E,Public,24 hours daily. Open to Teslas only.,,8,Tesla,38.837561,-104.824875,2026-06-18,2015-12-29,TESLA,public,false,
"Denver, CO - Tesla Supercharger",4310 Airport Way,Denver,CO,80239,E,Public,24 hours daily. Open to Teslas only.,,6,Tesla,39.775132,-104.794665,2026-06-18,2014-11-06,TESLA,public,false,
"Estes Park, CO - Tesla Supercharger",333 Wonderview Avenue,Estes Park,CO,80517,E,Public,24 hours daily. Open to Teslas only.,,7,Tesla,40.383836,-105.519884,2026-06-18,2018-05-23,TESLA,public,false,
"Glenwood Springs, CO - Tesla Supercharger",125 Wulfsohn Road,Glenwood Springs,CO,81601,E,Public,24 hours daily. Open to Teslas only.,,6,Tesla,39.5527,-107.340188,2026-06-18,2013-09-17,TESLA,public,false,
"Limon, CO - Tesla Supercharger",2221 6th St.,Limon,CO,80828,E,Public,24 hours daily. Open to Teslas only.,,14,Tesla,39.268979,-103.70852,2026-06-18,2014-06-23,TESLA,public,false,
"Lone Tree, CO - Park Meadows Center Drive - Tesla Supercharger",8401 Park Meadows Center Drive,Lone Tree,CO,80124,E,Public,24 hours daily. Open to Teslas only.,,10,Tesla,39.562708,-104.873451,2026-06-18,2017-12-02,TESLA,public,false,
"Loveland, CO - Tesla Supercharger",4705 Clydesdale Parkway,Loveland,CO,80538,E,Public,24 hours daily. Open to Teslas only.,,10,Tesla,40.441488,-104.991227,2026-06-18,2016-12-28,TESLA,public,false,
"Silverthorne, CO - Tesla Supercharger",246-V Rainbow Dr,Silverthorne,CO,80498,E,Public,24 hours daily. Open to Teslas only.,,12,Tesla,39.631675,-106.070794,2026-06-18,2019-01-09,TESLA,public,false,
"Trinidad, CO - Tesla Supercharger",9960 Santa Fe Trail,Trinidad,CO,81082,E,Public,24 hours daily. Open to Teslas only.,,9,Tesla,37.134134,-104.519396,2026-06-18,2015-07-29,TESLA,public,false,
UNICOPROPERTIES BELLEVIEWTOWER2,7887 E Belleview Ave,Denver,CO,80237,E,Public,24 hours daily,2,,ChargePoint Network,39.625571,-104.897362,2026-07-08,2018-09-01,J1772,public,false,
UNICOPROPERTIES BELLEVIEWTOWER1,8001 E Belleview Ave,Denver,CO,80237,E,Public,24 hours daily,2,,ChargePoint Network,39.625574,-104.897385,2026-07-08,2018-09-01,J1772,public,false,
FRA - Transportation Technology Center,55500 DOT Rd,Pueblo,CO,81001,E,Private - Government only,,1,,Non-Networked,38.433209,-104.285983,2024-01-10,2017-09-01,J1772,private,,
RES INN BOULDER STATION 1,McGuckin Way,Boulder,CO,80302,E,Public,24 hours daily,2,,ChargePoint Network,40.016779,-105.261007,2026-07-08,2018-09-13,J1772,public,false,
SVVSD SILVERCREEK HS,4901 Nelson Rd,Longmont,CO,80503,E,Public,24 hours daily,2,,ChargePoint Network,40.150111,-105.167556,2026-07-08,2018-09-22,J1772,public,false,
SVVSD INNOVATION CTR,33 Quail Rd,Longmont,CO,80501,E,Public,24 hours daily,2,,ChargePoint Network,40.145158,-105.09083,2026-07-08,2018-09-25,J1772,public,false,
SVVSD SOARING HEIGHTS,3280 Co Rd 5,Erie,CO,80516,E,Public,24 hours daily,2,,ChargePoint Network,40.050362,-105.016947,2026-07-08,2018-09-26,J1772,public,false,
Neuworks Mechanical,241 Racquette Dr,Fort Collins,CO,80524,E,Public,24 hours daily,2,,Non-Networked,40.586017,-105.044746,2024-11-06,2017-05-05,J1772,public,false,Free
UNICOPROPERTIES HARLEQUIN,7600 E Orchard Rd,Greenwood Village,CO,80111,E,Public,24 hours daily,2,,ChargePoint Network,39.607363,-104.901585,2026-07-08,2018-10-13,J1772,public,false,
GCEA EV STATION GCEA HQ EV,37250 US-50,Gunnison,CO,81230,E,Public,24 hours daily,2,,ChargePoint Network,38.525522,-106.967789,2026-07-08,2018-10-19,J1772,public,false,
WALKINGMOUNTAIN WALKING MTS 1,318 Walking Mountains Ln,Avon,CO,81620,E,Public,24 hours daily,2,,ChargePoint Network,39.642955,-106.518336,2026-07-08,2018-10-24,J1772,public,false,
Room 214,3340 Mitchell Ln,Boulder,CO,80301,E,Private,,3,,Non-Networked,40.035483,-105.242722,2022-01-10,2018-03-01,J1772,private,,
NAMASTE SOLAR 1 888 FEDERAL WST,888 Federal Blvd,Denver,CO,80204,E,Public,24 hours daily,2,,ChargePoint Network,39.730528,-105.024699,2026-07-08,2018-10-28,J1772,public,false,
GLENWOOD SPRNGS PUBLIC GARAGE,901-923 Cooper Ave,Glenwood Springs,CO,81601,E,Public,24 hours daily,2,,ChargePoint Network,39.545001,-107.323927,2026-07-08,2018-11-09,J1772,public,false,
GCEA EV STATION ELK CREEK EV,24830 US-50,Gunnison,CO,81230,E,Public,24 hours daily,2,,ChargePoint Network,38.463148,-107.166404,2026-07-08,2018-11-13,J1772,public,false,
JOHN'S TABLE PUA HANA ST,1700 Dogwood St,Louisville,CO,80027,E,Public,24 hours daily,2,,ChargePoint Network,39.965352,-105.116423,2026-07-08,2018-11-17,J1772,public,false,
GCEA EV STATION ALMONT EV,10209 CO-135,Almont,CO,81210,E,Public,24 hours daily,2,,ChargePoint Network,38.664867,-106.847254,2026-07-08,2018-11-21,J1772,public,false,
4571 STATION 4571 BROADWAY,4571 Broadway,Boulder,CO,80304,E,Public,24 hours daily,2,,ChargePoint Network,40.057718,-105.282308,2026-07-08,2018-11-22,J1772,public,false,
MANCOS1 BOYLE PARK,150 Grand Ave,Mancos,CO,81328,E,Public,24 hours daily,2,,ChargePoint Network,37.345501,-108.288263,2026-07-08,2018-11-27,J1772,public,false,
SANMIGUELCTY LAWSONHILL1,104 Society Dr,Telluride,CO,81435,E,Public,24 hours daily,2,,ChargePoint Network,37.947213,-107.873351,2026-07-08,2018-11-30,J1772,public,false,
BLDG 3 STATION AUBURN BROOK 3,1193 Auburn Dr,Castle Rock,CO,80109,E,Public,24 hours daily,2,,ChargePoint Network,39.379646,-104.874726,2026-07-08,2018-12-11,J1772,public,false,
PW LIBRARY CT4000 1,298 S Joe Martinez Blvd,Pueblo West,CO,81007,E,Public,24 hours daily,1,,ChargePoint Network,38.324776,-104.741432,2026-07-08,2018-12-18,J1772,public,false,
CONFLUENCE SBC CONFLUENCE SBC,75 Waneka Pkwy,Lafayette,CO,80026,E,Public,24 hours daily,2,,ChargePoint Network,39.989461,-105.091582,2026-07-08,2018-12-20,J1772,public,false,
Mountain Comfort B&B - Tesla Destination,52516 CO-9,Alma,CO,80420,E,Public,,3,,Tesla Destination,39.270961,-106.045926,2024-07-01,2018-08-02,J1772 TESLA,public,,
The St. Regis Aspen Resort - Tesla Destination,315 E Dean St,Aspen,CO,81611,E,Public,,3,,Tesla Destination,39.186741,-106.821502,2024-07-01,2017-06-06,J1772 TESLA,public,,
Hotel Jerome - Tesla Destination,330 E Main St,Aspen,CO,81611,E,Public,,4,,Tesla Destination,39.19082,-106.819492,2024-07-01,2015-02-02,J1772 TESLA,public,,
Limelight Hotel - Tesla Destination,355 S Monarch St,Aspen,CO,81611,E,Public,,2,,Tesla Destination,39.188821,-106.821168,2024-07-01,2014-10-22,J1772 TESLA,public,,
Residences at the Little Nell - Tesla Destination,501 E Dean St,Aspen,CO,81611,E,Public,,2,,Tesla Destination,39.186714,-106.819164,2024-07-01,2015-01-12,J1772 TESLA,public,,
The Gant - Tesla Destination,610 S West End St,Aspen,CO,81611,E,Public,,2,,Tesla Destination,39.184485,-106.81437,2024-07-01,2015-10-08,J1772 TESLA,public,,
The Little Nell - Tesla Destination,675 E Durant Ave,Aspen,CO,81611,E,Public,,2,,Tesla Destination,39.186623,-106.81757,2024-07-01,2014-12-01,J1772 TESLA,public,,
DoubleTree by Hilton Denver-Aurora - Tesla Destination,13696 E Iliff Pl,Aurora,CO,80014,E,Public,,3,,Tesla Destination,39.673477,-104.830477,2024-07-01,2017-04-06,J1772 TESLA,public,,
Fine Airport Parking - Tesla Destination,5950 N Jackson Gap Wy,Aurora,CO,80019,E,Public,,48,,Tesla Destination,39.804696,-104.686605,2024-07-01,2017-12-21,J1772 TESLA,public,,
"The Ritz-Carlton, Bachelor Gulch - Tesla Destination",0130 Daybreak Ridge,Avon,CO,81620,E,Public,,3,,Tesla Destination,39.623703,-106.541101,2024-07-01,2015-11-25,J1772 TESLA,public,,
Sheraton Mountain Vista Villa - Tesla Destination,160 W Beaver Creek Blvd,Avon,CO,81620,E,Public,,4,,Tesla Destination,39.636509,-106.524947,2024-07-01,2017-12-11,J1772 TESLA,public,,
The Westin Riverfront Resort and Spa - Tesla Destination,218 Riverfront Ln,Avon,CO,81620,E,Public,,1,,Tesla Destination,39.63341,-106.52428,2024-07-01,2014-05-29,TESLA,public,,
Beaver Creek Landing - Tesla Destination,300 Prater Rd,Avon,CO,81620,E,Public,,1,,Tesla Destination,39.633279,-106.533438,2024-07-01,2017-08-18,TESLA,public,,
Park Hyatt Beaver Creek Resort and Spa - Tesla Destination,136 E Thomas Pl,Beaver Creek,CO,81620,E,Public,,6,,Tesla Destination,39.604825,-106.515487,2024-07-01,2015-01-13,J1772 TESLA,public,,
Beaver Creek Lodge - Tesla Destination,26 Avondale Ln,Beaver Creek,CO,81620,E,Public,,3,,Tesla Destination,39.604058,-106.518074,2024-07-01,2017-01-18,J1772 TESLA,public,,
Z Casino - Tesla Destination,321 Gregory St,Black Hawk,CO,80422,E,Public,,3,,Tesla Destination,39.799718,-105.509,2024-07-01,2018-02-06,TESLA,public,,
Monarch Casino Resort and Spa Blackhawk - Tesla Destination,488 Main St,Black Hawk,CO,80422,E,Private,,14,,Tesla Destination,39.798639,-105.483466,2024-07-01,2017-01-23,J1772 TESLA,private,,
Hilton Garden Inn Boulder - Tesla Destination,2701 Canyon Blvd,Boulder,CO,80302,E,Public,,8,,Tesla Destination,40.017573,-105.259635,2024-07-01,2018-07-11,TESLA,public,,
Avery Brewing Company - Tesla Destination,4910 Nautilus Ct N,Boulder,CO,80301,E,Public,,7,,Tesla Destination,40.062531,-105.204787,2024-07-01,2017-12-26,J1772 TESLA,public,,
One Ski Hill Place A Rock Resort - Tesla Destination,1521 Ski Hill Rd,Breckenridge,CO,80424,E,Public,,4,,Tesla Destination,39.480486,-106.066908,2024-07-01,2014-12-12,J1772 TESLA,public,,
Grand Lodge on Peak 7 - Tesla Destination,1979 Ski Hill Rd,Breckenridge,CO,80424,E,Public,,2,,Tesla Destination,39.486191,-106.067162,2024-07-01,2015-11-23,J1772 TESLA,public,,
DoubleTree by Hilton Hotel Breckenridge - Tesla Destination,550 Village Rd,Breckenridge,CO,80424,E,Public,,1,,Tesla Destination,39.475511,-106.050167,2024-07-01,2015-12-04,TESLA,public,,
Grand Timber Lodge - Tesla Destination,75 Snowflake Dr,Breckenridge,CO,80424,E,Public,,2,,Tesla Destination,39.475852,-106.053193,2024-07-01,2015-11-18,J1772 TESLA,public,,
Marble Distilling Company - Tesla Destination,150 Main St,Carbondale,CO,81623,E,Public,,4,,Tesla Destination,39.400372,-107.207925,2024-07-01,2018-02-08,J1772 TESLA,public,,
The Broadmoor - Tesla Destination,1 Lake Ave,Colorado Springs,CO,80906,E,Public,,3,,Tesla Destination,38.791226,-104.850101,2024-07-01,2016-08-25,J1772 TESLA,public,,
Bank of Colorado - Tesla Destination,1146 Interquest Pkwy,Colorado Springs,CO,80921,E,Public,,4,,Tesla Destination,38.991507,-104.808268,2024-07-01,2017-11-08,J1772 TESLA,public,,
Old Town Guesthouse Bed & Breakfast - Tesla Destination,115 S 26th St,Colorado Springs,CO,80904,E,Public,,2,,Tesla Destination,38.847467,-104.864528,2024-07-01,2015-05-01,J1772 TESLA,public,,
Cutter Aviation Colorado Springs - Tesla Destination,1360 Aviation Wy,Colorado Springs,CO,80916,E,Public,,1,,Tesla Destination,38.811718,-104.723183,2024-07-01,2015-10-23,TESLA,public,,
"The Antlers, A Wyndham Hotel - Tesla Destination",4 S Cascade Ave,Colorado Springs,CO,80903,E,Public,,3,,Tesla Destination,38.833714,-104.826672,2024-07-01,2017-03-08,J1772 TESLA,public,,
The Grand Lodge Crested Butte - Tesla Destination,6 Emmons Rd,Crested Butte,CO,81225,E,Public,,6,,Tesla Destination,38.900908,-106.967755,2024-07-01,2017-07-24,J1772 TESLA,public,,
The Lodge at Mountaineer Square - Tesla Destination,620 Gothic Rd,Crested Butte,CO,81225,E,Public,,10,,Tesla Destination,38.900381,-106.966694,2024-07-01,2017-07-24,J1772 TESLA,public,,
Wildwood Casino - Tesla Destination,119 Carbonate St,Cripple Creek,CO,80813,E,Public,,2,,Tesla Destination,38.750565,-105.173815,2024-07-01,2015-04-29,J1772 TESLA,public,,
Century Casino Cripple Creek - Tesla Destination,200 E Bennett Ave,Cripple Creek,CO,80813,E,Public,,2,,Tesla Destination,38.746365,-105.178111,2024-07-01,2015-11-05,J1772 TESLA,public,,
City of Cripple Creek Parking Lot - Tesla Destination,350 E Bennett Ave,Cripple Creek,CO,80813,E,Public,,2,,Tesla Destination,38.746526,-105.174984,2024-07-01,2015-04-29,J1772 TESLA,public,,
Carr Manor - Tesla Destination,350 E Carr Ave,Cripple Creek,CO,80813,E,Public,,1,,Tesla Destination,38.74743,-105.17518,2024-07-01,2015-06-30,TESLA,public,,
Four Seasons Hotel Denver - Tesla Destination,1111 14th St,Denver,CO,80202,E,Public,,4,,Tesla Destination,39.746368,-104.998439,2024-07-01,2014-08-12,J1772 TESLA,public,,
"The Ritz-Carlton, Denver - Tesla Destination",1881 Curtis St,Denver,CO,80202,E,Public,,3,,Tesla Destination,39.749998,-104.991988,2024-07-01,2016-03-01,J1772 TESLA,public,,
Hampton Inn and Suites DTC - Tesla Destination,5001 S Ulster St,Denver,CO,80237,E,Public,,1,,Tesla Destination,39.626647,-104.896197,2024-07-01,2016-03-21,TESLA,public,,
Crowne Plaza Denver Airport Convention Ctr - Tesla Destination,15500 E 40th Ave,Denver,CO,80239,E,Public,,4,,Tesla Destination,39.771872,-104.80692,2024-07-01,2017-09-25,J1772 TESLA,public,,
Denver Marriott Tech Center - Tesla Destination,4900 S Syracuse St,Denver,CO,80237,E,Public,,10,,Tesla Destination,39.626518,-104.901761,2024-07-01,2018-04-29,J1772 TESLA,public,,
Dunton Hot Springs - Tesla Destination,52068 W Fork Rd #38,Dolores,CO,81323,E,Public,,1,,Tesla Destination,37.772713,-108.093936,2024-07-01,2016-03-04,TESLA,public,,
DoubleTree by Hilton Durango - Tesla Destination,501 Camino Del Rio,Durango,CO,81301,E,Public,,4,,Tesla Destination,37.269852,-107.885496,2024-07-01,2015-04-23,J1772 TESLA,public,,
